Source Name,code,instruction,test_result.passed,cleared_code,idx
py_1700_data.csv,"def longestCommonSubsequence(text1: str, text2: str) -> int:
    m = len(text1)
    n = len(text2)
    
    # create a matrix to store lengths of longest common subsequences
    lcs = [[0] * (n+1) for _ in range(m+1)]
    
    # fill the matrix using dynamic programming approach
    for i in range(1, m+1):
        for j in range(1, n+1):
            if text1[i-1] == text2[j-1]:
                lcs[i][j] = lcs[i-1][j-1] + 1
            else:
                lcs[i][j] = max(lcs[i][j-1], lcs[i-1][j])
    
    return lcs[m][n]","Given two strings text1 text2, return length longest common subsequence. common subsequence, return 0. subsequence string new string generated original string characters (can none) deleted without changing relative order remaining characters. example, ""ace"" subsequence ""abcde"". common subsequence two strings subsequence common strings.",3,"def longestCommonSubsequence(text1: str, text2: str) -> int:
    m = len(text1)
    n = len(text2)
    lcs = [[0] * (n+1) for _ in range(m+1)]
    for i in range(1, m+1):
        for j in range(1, n+1):
            if text1[i-1] == text2[j-1]:
                lcs[i][j] = lcs[i-1][j-1] + 1
            else:
                lcs[i][j] = max(lcs[i][j-1], lcs[i-1][j])
    return lcs[m][n]",14
py_1700_data.csv,"
def find_arr(pref):
    n = len(pref)
    arr = [0] * n
    arr[0] = pref[0]
    for i in range(1, n):
        arr[i] = pref[i] ^ arr[i-1]
    return arr
",given integer array pref size n. Find return array arr size n satisfies: pref[i] = arr[0] ^ arr[1] ^ ... ^ arr[i]. Note ^ denotes bitwise-xor operation. proven answer unique.,0,"def find_arr(pref):
    n = len(pref)
    arr = [0] * n
    arr[0] = pref[0]
    for i in range(1, n):
        arr[i] = pref[i] ^ arr[i-1]
    return arr
",15
py_1700_data.csv,"
import heapq

def maxProbability(n: int, edges: List[List[int]], succProb: List[float], start: int, end: int) -> float:
    graph = {i:[] for i in range(n)}
    for edge, prob in zip(edges, succProb):
        graph[edge[0]].append((edge[1], prob))
        graph[edge[1]].append((edge[0], prob))

    pq = [(-1, start)]
    visited = [False] * n
    while pq:
        curr_prob, curr = heapq.heappop(pq)
        if visited[curr]:
            continue
        visited[curr] = True
        if curr == end:
            return -1 * curr_prob
        for neighbor, neighbor_prob in graph[curr]:
            if not visited[neighbor]:
                heapq.heappush(pq, (curr_prob * neighbor_prob, neighbor))
    return 0
","given undirected weighted graph n nodes (0-indexed), represented edge list edges[i] = [a, b] undirected edge connecting nodes b probability success traversing edge succProb[i]. Given two nodes start end, find path maximum probability success go start end return success probability. path start end, return 0. answer accepted differs correct answer 1e-5.",0,"import heapq
def maxProbability(n: int, edges: List[List[int]], succProb: List[float], start: int, end: int) -> float:
    graph = {i:[] for i in range(n)}
    for edge, prob in zip(edges, succProb):
        graph[edge[0]].append((edge[1], prob))
        graph[edge[1]].append((edge[0], prob))
    pq = [(-1, start)]
    visited = [False] * n
    while pq:
        curr_prob, curr = heapq.heappop(pq)
        if visited[curr]:
            continue
        visited[curr] = True
        if curr == end:
            return -1 * curr_prob
        for neighbor, neighbor_prob in graph[curr]:
            if not visited[neighbor]:
                heapq.heappush(pq, (curr_prob * neighbor_prob, neighbor))
    return 0
",16
py_1700_data.csv,"class Solution:
    def filter_restaurants(self, restaurants: List[List[int]], vegan_friendly: int, max_price: int, max_distance: int) -> List[int]:
        filtered = []
        for r in restaurants:
            if r[2] >= vegan_friendly and r[3] <= max_price and r[4] <= max_distance:
                filtered.append(r)
        
        filtered = sorted(filtered, key=lambda x: (-x[1], -x[0]))
        return [r[0] for r in filtered]","Given array restaurants restaurants[i] = [idi, ratingi, veganFriendlyi, pricei, distancei]. filter restaurants using three filters. veganFriendly filter either true (meaning include restaurants veganFriendlyi set true) false (meaning include restaurant). addition, filters maxPrice maxDistance maximum value price distance restaurants consider respectively. Return array restaurant IDs filtering, ordered rating highest lowest. restaurants rating, order id highest lowest. simplicity veganFriendlyi veganFriendly take value 1 true, 0 false.",3,"class Solution:
    def filter_restaurants(self, restaurants: List[List[int]], vegan_friendly: int, max_price: int, max_distance: int) -> List[int]:
        filtered = []
        for r in restaurants:
            if r[2] >= vegan_friendly and r[3] <= max_price and r[4] <= max_distance:
                filtered.append(r)
        filtered = sorted(filtered, key=lambda x: (-x[1], -x[0]))
        return [r[0] for r in filtered]",17
py_good_answer.csv,"def selectionSort(arr):
    n = len(arr)

    for i in range(n):

        min_idx = i

        for j in range(i+1, n):
            if arr[min_idx] > arr[j]:
                min_idx = j

        arr[i], arr[min_idx] = arr[min_idx], arr[i]

    return arr

arr = [64, 25, 12, 22, 11]
print(""Original array: "")
print(arr)
print(""Sorted array: "")
print(selectionSort(arr))",Write Python program sort list elements using Selection sort.,3,"def selectionSort(arr):
    n = len(arr)
    for i in range(n):
        min_idx = i
        for j in range(i+1, n):
            if arr[min_idx] > arr[j]:
                min_idx = j
        arr[i], arr[min_idx] = arr[min_idx], arr[i]
    return arr
arr = [64, 25, 12, 22, 11]
print(""Original array: "")
print(arr)
print(""Sorted array: "")
print(selectionSort(arr))",18
py_1700_data.csv,"
def count_primes(n):
    if n <= 2:
        return 0
    primes = [True] * n
    primes[0] = primes[1] = False
    for i in range(2, int(n ** 0.5) + 1):
        if primes[i]:
            primes[i*i:n:i] = [False] * ((n-1-i*i)//i + 1)
    return sum(primes)
","Given integer n, return number prime numbers strictly less n.",3,"def count_primes(n):
    if n <= 2:
        return 0
    primes = [True] * n
    primes[0] = primes[1] = False
    for i in range(2, int(n ** 0.5) + 1):
        if primes[i]:
            primes[i*i:n:i] = [False] * ((n-1-i*i)//i + 1)
    return sum(primes)
",19
py_1700_data.csv,"def maximize_num(n: str, x: int) -> str:
    sign = ''
    if n[0] == '-':
        sign = '-'
        n = n[1:]
    for i in range(len(n)):
        if int(n[i]) < x:
            return sign + n[:i] + str(x) + n[i:]
    return sign + n + str(x)","given large integer n, represented string,?????? integer digit x. digits n digit x inclusive range [1, 9], n may represent negative number. want maximize n's numerical value inserting x anywhere decimal representation n??????. cannot insert x left negative sign. example, n = 73 x = 6, would best insert 7 3, making n = 763. n = -55 x = 2, would best insert first 5, making n = -255. Return string representing maximum value n?????? insertion.",2,"def maximize_num(n: str, x: int) -> str:
    sign = ''
    if n[0] == '-':
        sign = '-'
        n = n[1:]
    for i in range(len(n)):
        if int(n[i]) < x:
            return sign + n[:i] + str(x) + n[i:]
    return sign + n + str(x)",20
py_1700_data.csv,"def fibonacci(n):
    if n <= 1:
        return n
    else:
        return(fibonacci(n-1) + fibonacci(n-2))

n = int(input(""Enter a number: ""))

print(""Fibonacci series:"")
for i in range(n):
    print(fibonacci(i))","Fibonacci numbers, commonly denoted F(n) form sequence, called Fibonacci sequence, number sum two preceding ones, starting 0 1. is, F(0) = 0, F(1) = 1 F(n) = F(n - 1) + F(n - 2), n > 1. Given n, calculate F(n).",1,"def fibonacci(n):
    if n <= 1:
        return n
    else:
        return(fibonacci(n-1) + fibonacci(n-2))
n = int(input(""Enter a number: ""))
print(""Fibonacci series:"")
for i in range(n):
    print(fibonacci(i))",21
py_good_answer.csv,"from collections import Counter

def min_subsets_distinct_elements(lst):
    freq = Counter(lst)
    num_subsets = 0
    while freq:
        element, count = freq.most_common()[-1]
        del freq[element]
        num_subsets += 1
        for i in range(count - 1):
            if not freq[element + 1]:
                break
            element += 1
            count -= 1
            del freq[element]
    return num_subsets",Write Python program Minimum number subsets distinct elements using Counter,0,"from collections import Counter
def min_subsets_distinct_elements(lst):
    freq = Counter(lst)
    num_subsets = 0
    while freq:
        element, count = freq.most_common()[-1]
        del freq[element]
        num_subsets += 1
        for i in range(count - 1):
            if not freq[element + 1]:
                break
            element += 1
            count -= 1
            del freq[element]
    return num_subsets",22
py_1700_data.csv,"def min_abs_difference(nums, goal):
    n = len(nums)
    best = abs(sum(nums) - goal)
    for i in range(1, 2**n):
        sub = [nums[j] for j in range(n) if (i & (1<<j))]
        diff = abs(sum(sub) - goal)
        if diff < best:
            best = diff
    return best","given integer array nums integer goal. want choose subsequence nums sum elements closest possible goal. is, sum subsequence's elements sum, want minimize absolute difference abs(sum - goal). Return minimum possible value abs(sum - goal). Note subsequence array array formed removing elements (possibly none) original array.",0,"def min_abs_difference(nums, goal):
    n = len(nums)
    best = abs(sum(nums) - goal)
    for i in range(1, 2**n):
        sub = [nums[j] for j in range(n) if (i & (1<<j))]
        diff = abs(sum(sub) - goal)
        if diff < best:
            best = diff
    return best",23
py_1700_data.csv,"def lcaDeepestLeaves(root):
    def depth(node):
        if not node: return 0
        return 1 + max(depth(node.left), depth(node.right))
    
    def lca(node, d):
        if not node or depth(node) == d: return node
        
        left, right = lca(node.left, d), lca(node.right, d)
        if left and right: return node
        return left or right
    
    d = depth(root)
    return lca(root, d)","Given root binary tree, return lowest common ancestor deepest leaves. Recall that: node binary tree leaf children depth root tree 0. depth node d, depth children + 1. lowest common ancestor set nodes, node largest depth every node subtree root A.",0,"def lcaDeepestLeaves(root):
    def depth(node):
        if not node: return 0
        return 1 + max(depth(node.left), depth(node.right))
    def lca(node, d):
        if not node or depth(node) == d: return node
        left, right = lca(node.left, d), lca(node.right, d)
        if left and right: return node
        return left or right
    d = depth(root)
    return lca(root, d)",24
py_1700_data.csv,"def numDecodings(encoded_message: str) -> int:
    mod = 10**9 + 7
    
    # Reverse mapping dictionary
    reverse_mapping = {}
    for i in range(1, 27):
        reverse_mapping[str(i)] = chr(ord('A') + i - 1)
    
    # Dynamic programming array to store number of ways
    # to decode substring ending at index i
    dp = [0] * (len(encoded_message) + 1)
    dp[0] = 1
    
    for i in range(1, len(dp)):
        # If current digit is '*', it can represent '1' to '9'
        if encoded_message[i - 1] == '*':
            dp[i] += 9 * dp[i - 1] % mod
            if i > 1 and encoded_message[i - 2] == '1':
                dp[i] += 9 * dp[i - 2] % mod
            elif i > 1 and encoded_message[i - 2] == '2':
                dp[i] += 6 * dp[i - 2] % mod
        else:
            # Try to decode current digit as a single letter
            if encoded_message[i - 1] != '0':
                dp[i] = dp[i - 1]
            # Try to decode current digit as part of a two-digit number
            if i > 1:
                two_digit_code = encoded_message[i - 2:i]
                if '10' <= two_digit_code <= '26':
                    dp[i] += dp[i - 2] % mod
        
        dp[i] %= mod
    
    return dp[-1]","message containing letters A-Z encoded numbers using following mapping: 'A' -> ""1"" 'B' -> ""2"" ... 'Z' -> ""26"" decode encoded message, digits must grouped mapped back letters using reverse mapping (there may multiple ways). example, ""11106"" mapped into: ""AAJF"" grouping (1 1 10 6) ""KJF"" grouping (11 10 6) Note grouping (1 11 06) invalid ""06"" cannot mapped 'F' since ""6"" different ""06"". addition mapping above, encoded message may contain '*' character, represent digit '1' '9' ('0' excluded). example, encoded message ""1*"" may represent encoded messages ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"". Decoding ""1*"" equivalent decoding encoded messages represent. Given string consisting digits '*' characters, return number ways decode it. Since answer may large, return modulo 109 + 7.",3,"def numDecodings(encoded_message: str) -> int:
    mod = 10**9 + 7
    reverse_mapping = {}
    for i in range(1, 27):
        reverse_mapping[str(i)] = chr(ord('A') + i - 1)
    dp = [0] * (len(encoded_message) + 1)
    dp[0] = 1
    for i in range(1, len(dp)):
        if encoded_message[i - 1] == '*':
            dp[i] += 9 * dp[i - 1] % mod
            if i > 1 and encoded_message[i - 2] == '1':
                dp[i] += 9 * dp[i - 2] % mod
            elif i > 1 and encoded_message[i - 2] == '2':
                dp[i] += 6 * dp[i - 2] % mod
        else:
            if encoded_message[i - 1] != '0':
                dp[i] = dp[i - 1]
            if i > 1:
                two_digit_code = encoded_message[i - 2:i]
                if '10' <= two_digit_code <= '26':
                    dp[i] += dp[i - 2] % mod
        dp[i] %= mod
    return dp[-1]",25
py_1700_data.csv,"class Solution:
    def minEatingSpeed(self, piles: List[int], h: int) -> int:
        def feasible(speed: int) -> bool:
            time = sum((pile - 1) // speed + 1 for pile in piles)
            return time <= h
                    
        left, right = 1, max(piles)
        while left < right:
            mid = (left + right) // 2
            if feasible(mid):
                right = mid
            else:
                left = mid + 1
        return left","Koko loves eat bananas. n piles bananas, ith pile piles[i] bananas. guards gone come back h hours. Koko decide bananas-per-hour eating speed k. hour, chooses pile bananas eats k bananas pile. pile less k bananas, eats instead eat bananas hour. Koko likes eat slowly still wants finish eating bananas guards return. Return minimum integer k eat bananas within h hours.",3,"class Solution:
    def minEatingSpeed(self, piles: List[int], h: int) -> int:
        def feasible(speed: int) -> bool:
            time = sum((pile - 1) // speed + 1 for pile in piles)
            return time <= h
        left, right = 1, max(piles)
        while left < right:
            mid = (left + right) // 2
            if feasible(mid):
                right = mid
            else:
                left = mid + 1
        return left",26
py_good_answer.csv,"
def sort_last(tuples):
    return sorted(tuples, key=lambda x: x[-1])
","Write Python program get list, sorted increasing order last element tuple given list non-empty tuples.",3,"def sort_last(tuples):
    return sorted(tuples, key=lambda x: x[-1])
",27
py_1700_data.csv,"
def max_difference(nums):
    max_diff = -1
    min_num = float('inf')
    for num in nums:
        max_diff = max(max_diff, num - min_num)
        min_num = min(min_num, num)
    return max_diff if max_diff != 0 else -1
","Given 0-indexed integer array nums size n, find maximum difference nums[i] nums[j] (i.e., nums[j] - nums[i]), 0 <= < j < n nums[i] < nums[j]. Return maximum difference. j exists, return -1.",3,"def max_difference(nums):
    max_diff = -1
    min_num = float('inf')
    for num in nums:
        max_diff = max(max_diff, num - min_num)
        min_num = min(min_num, num)
    return max_diff if max_diff != 0 else -1
",28
py_1700_data.csv,"
class Solution:
    def printVertically(self, s: str) -> List[str]:
        words = s.split()
        max_len = max(len(word) for word in words)
        res = [' ' * len(words) for _ in range(max_len)]
        for i, word in enumerate(words):
            for j, c in enumerate(word):
                res[j] = res[j][:i] + c + res[j][i + 1:]
        return res
","Given string s. Return words vertically order appear s. Words returned list strings, complete spaces necessary. (Trailing spaces allowed). word would put one column one column one word.",1,"class Solution:
    def printVertically(self, s: str) -> List[str]:
        words = s.split()
        max_len = max(len(word) for word in words)
        res = [' ' * len(words) for _ in range(max_len)]
        for i, word in enumerate(words):
            for j, c in enumerate(word):
                res[j] = res[j][:i] + c + res[j][i + 1:]
        return res
",29
py_1700_data.csv,"
class Solution:
    def angleClock(self, hour: int, minutes: int) -> float:
        h = (hour % 12 + minutes / 60) * 30
        m = 6 * minutes
        angle = abs(h - m)
        return min(angle, 360 - angle)
","Given two numbers, hour minutes, return smaller angle (in degrees) formed hour minute hand. Answers within 10-5 actual value accepted correct.",3,"class Solution:
    def angleClock(self, hour: int, minutes: int) -> float:
        h = (hour % 12 + minutes / 60) * 30
        m = 6 * minutes
        angle = abs(h - m)
        return min(angle, 360 - angle)
",30
py_1700_data.csv,"def rank_matrix(matrix):
    n = len(matrix)
    m = len(matrix[0])
    ranks = [[0] * m for _ in range(n)]
    for i in range(n):
        for j in range(m):
            rank = 1
            for k in range(n):
                for l in range(m):
                    if matrix[k][l] > matrix[i][j]:
                        rank += 1
            ranks[i][j] = rank
    return ranks","Given x n matrix, return new matrix answer answer[row][col] rank matrix[row][col]. rank integer represents large element compared elements. calculated using following rules: rank integer starting 1. two elements p q row column, then: p < q rank(p) < rank(q) p == q rank(p) == rank(q) p > q rank(p) > rank(q) rank small possible. test cases generated answer unique given rules.",0,"def rank_matrix(matrix):
    n = len(matrix)
    m = len(matrix[0])
    ranks = [[0] * m for _ in range(n)]
    for i in range(n):
        for j in range(m):
            rank = 1
            for k in range(n):
                for l in range(m):
                    if matrix[k][l] > matrix[i][j]:
                        rank += 1
            ranks[i][j] = rank
    return ranks",31
py_good_answer.csv,"def remove_duplicates(lst):
    return [lst[i] for i in range(len(lst)) if lst[i] != lst[i-1] or i == 0]",Write Python program remove consecutive duplicates given list.,0,"def remove_duplicates(lst):
    return [lst[i] for i in range(len(lst)) if lst[i] != lst[i-1] or i == 0]",32
